9.004252929687500000e+02,2.628668945312500000e+04,1.832194921875000000e+04,2.941153144836425781e+01,-2.246308135986328125e+02,-5.542561721801757812e+01,3.067290283203125000e+03,2.201483203125000000e+04,1.619443511962890625e+02,6.007356643676757812e+00
1.811203918457031250e+02,2.463879296875000000e+04,1.689689648437500000e+04,6.666225433349609375e+01,5.911708984375000000e+02,5.263864746093750000e+02,4.026442337036132812e+01,2.394075195312500000e+03,3.302420425415039062e+01,5.686998367309570312e-01
8.269235839843750000e+02,2.674731445312500000e+04,1.736339062500000000e+04,2.346533813476562500e+02,-6.276281127929687500e+02,9.142692871093750000e+02,7.713044285774230957e-01,3.856751098632812500e+02,1.882566261291503906e+01,8.645015358924865723e-01
1.492193725585937500e+03,2.651493554687500000e+04,1.938169140625000000e+04,-3.742482757568359375e+01,-8.246082153320312500e+02,-1.105880615234375000e+03,4.487492561340332031e+00,2.943072509765625000e+02,1.130886554718017578e+01,1.377193778753280640e-01
8.397309570312500000e+02,2.654301367187500000e+04,1.555299316406250000e+04,-4.943868713378906250e+02,3.801730728149414062e+01,6.109855346679687500e+02,1.576261043548583984e+00,2.618008422851562500e+02,1.022614002227783203e+01,9.230541437864303589e-02
2.674096374511718750e+02,2.647584375000000000e+04,1.585507812500000000e+04,3.036743469238281250e+02,2.528876800537109375e+02,9.052683105468750000e+02,2.392464876174926758e+00,2.717051391601562500e+02,4.580823898315429688e+00,8.994090557098388672e-02
9.637951660156250000e+02,2.649597265625000000e+04,1.779499414062500000e+04,-7.220752716064453125e+01,-1.158169311523437500e+03,8.165355834960937500e+02,2.100918292999267578e-01,1.410586700439453125e+02,1.727645683288574219e+01,2.685940861701965332e-01
1.171580200195312500e+03,2.644722070312500000e+04,1.833657617187500000e+04,-5.390943603515625000e+02,-9.608721923828125000e+02,9.323853149414062500e+02,3.640922307968139648e-01,1.625885314941406250e+02,1.401959037780761719e+01,3.736231327056884766e-01
7.499356250000000000e+04,2.418998046875000000e+04,1.677400976562500000e+04,6.660847778320312500e+02,9.019505615234375000e+02,3.009863281250000000e+02,1.191087007522583008e+00,1.759071350097656250e+02,8.257390975952148438e+00,6.804870814085006714e-02
1.632506469726562500e+03,2.547432031250000000e+04,1.837868359375000000e+04,-4.407621324062347412e-01,-2.708757934570312500e+02,-8.011203613281250000e+02,7.302777171134948730e-01,1.357537994384765625e+02,8.867340087890625000e+00,1.620497256517410278e-01
1.368037231445312500e+03,2.667563867187500000e+04,1.731054492187500000e+04,-3.574305725097656250e+02,-4.112061767578125000e+02,-4.179037094116210938e+01,4.761307835578918457e-01,1.152679901123046875e+02,9.603290557861328125e+00,9.911938011646270752e-02
1.065283081054687500e+03,2.661615234375000000e+04,1.838004296875000000e+04,-1.267706054687500000e+03,2.148433029651641846e-01,-9.765244750976562500e+02,1.734518885612487793e+00,9.647521209716796875e+01,1.058917140960693359e+01,1.070843935012817383e-01
7.922059936523437500e+02,2.664716406250000000e+04,1.788000781250000000e+04,-5.975093994140625000e+02,-5.189656982421875000e+02,-1.358515136718750000e+03,4.526197910308837891e+00,8.431352233886718750e+01,1.015935707092285156e+01,1.554877609014511108e-01
7.493693750000000000e+04,2.410068554687500000e+04,1.649265234375000000e+04,2.353726043701171875e+02,8.527798461914062500e+02,3.661463012695312500e+02,5.902894020080566406e+00,8.789713287353515625e+01,5.341502189636230469e+00,5.727891623973846436e-02
4.466578369140625000e+02,2.460041210937500000e+04,1.683356250000000000e+04,-1.320328369140625000e+02,6.028551635742187500e+02,6.308783569335937500e+02,1.619430303573608398e+00,5.587040710449218750e+01,1.074037933349609375e+01,1.049262359738349915e-01
1.528831298828125000e+03,2.612750781250000000e+04,1.984835546875000000e+04,5.071385803222656250e+02,-6.353067016601562500e+02,-4.555543518066406250e+02,7.022374123334884644e-02,8.936443328857421875e+01,3.899264097213745117e+00,3.264841437339782715e-02
1.259693115234375000e+03,2.671474023437500000e+04,1.767287109375000000e+04,1.100704727172851562e+02,-9.996208496093750000e+02,6.227675781250000000e+02,1.679595112800598145e+00,5.107345199584960938e+01,6.607643604278564453e+00,1.125021055340766907e-01
6.589915161132812500e+02,2.591551562500000000e+04,1.817631445312500000e+04,3.446676635742187500e+02,-1.364283325195312500e+03,4.253957214355468750e+02,3.942593812942504883e+00,5.855105972290039062e+01,4.229082107543945312e+00,6.542418897151947021e-02
7.463648437500000000e+04,2.465203125000000000e+04,1.659708203125000000e+04,6.099818725585937500e+02,3.171262512207031250e+02,7.749703979492187500e+02,3.483056545257568359e+00,4.760271453857421875e+01,1.783628821372985840e+00,2.428338862955570221e-02
4.083033447265625000e+02,2.521022070312500000e+04,1.653080859375000000e+04,2.826633911132812500e+02,1.831603546142578125e+02,7.177836303710937500e+02,3.724871873855590820e+00,4.952149581909179688e+01,1.100954294204711914e+00,3.159290924668312073e-02
1.664127441406250000e+03,2.593907031250000000e+04,1.685450976562500000e+04,1.887283630371093750e+02,-6.468540649414062500e+02,6.560545654296875000e+02,5.880979299545288086e-01,4.627650070190429688e+01,2.639650344848632812e+00,2.101553231477737427e-02
8.934775390625000000e+02,2.545858203125000000e+04,1.921016015625000000e+04,1.160888061523437500e+02,-6.984324340820312500e+02,-5.107496643066406250e+02,1.450645208358764648e+00,4.523245620727539062e+01,2.266212463378906250e+00,5.309940874576568604e-02
6.571137695312500000e+02,2.467259570312500000e+04,1.713889453125000000e+04,-5.589116210937500000e+02,5.899935913085937500e+02,3.605734863281250000e+02,5.154414176940917969e+00,2.722976875305175781e+01,7.440865039825439453e-01,2.165687270462512970e-02
4.825801086425781250e+02,2.758011328125000000e+04,1.826382617187500000e+04,-2.004872894287109375e+02,6.734122753143310547e+00,-6.400753784179687500e+02,8.935614824295043945e-01,3.558211135864257812e+01,1.845916748046875000e+00,2.627804502844810486e-02
5.550426635742187500e+02,2.713417773437500000e+04,1.590241796875000000e+04,2.486869049072265625e+02,-1.042841796875000000e+02,9.579630737304687500e+02,4.461481094360351562e+00,2.669363975524902344e+01,4.867214560508728027e-01,3.547797724604606628e-02
1.628131225585937500e+03,2.527835742187500000e+04,1.862727539062500000e+04,6.900413818359375000e+02,-3.323387451171875000e+02,-3.329652404785156250e+01,9.555982053279876709e-02,3.244998550415039062e+01,1.912728071212768555e+00,2.684950269758701324e-02
9.131447753906250000e+02,2.602297265625000000e+04,1.786979687500000000e+04,-1.908877258300781250e+02,-2.463155822753906250e+02,-1.459694702148437500e+03,1.393713116645812988e+00,2.914855194091796875e+01,1.525673270225524902e+00,1.611879281699657440e-02
