8.877255249023437500e+02,2.631123242187500000e+04,1.809278320312500000e+04,2.528012847900390625e+01,-2.170671844482421875e+02,-8.200477600097656250e+01,1.819317016601562500e+03,2.012209765625000000e+04
1.842732391357421875e+02,2.457940820312500000e+04,1.686496289062500000e+04,7.784003448486328125e+01,5.997981567382812500e+02,5.211331787109375000e+02,7.872030258178710938e+00,2.165368896484375000e+03
7.653159179687500000e+02,2.675828320312500000e+04,1.721539843750000000e+04,3.096182556152343750e+02,-5.656184692382812500e+02,8.482142333984375000e+02,4.318739473819732666e-01,5.434362792968750000e+02
1.204509033203125000e+03,2.649206835937500000e+04,1.822129882812500000e+04,-3.318873291015625000e+02,-8.703286132812500000e+02,9.706013793945312500e+02,1.162004709243774414e+00,2.246949768066406250e+02
9.944545898437500000e+02,2.662344531250000000e+04,1.759753906250000000e+04,6.297932815551757812e+01,-1.138297241210937500e+03,6.365515747070312500e+02,3.472628891468048096e-01,2.547129821777343750e+02
8.625151367187500000e+02,2.652516406250000000e+04,1.551110156250000000e+04,-4.855848388671875000e+02,4.097072601318359375e+01,5.994630737304687500e+02,2.320301830768585205e-01,2.747724304199218750e+02
1.521263549804687500e+03,2.656153320312500000e+04,1.946326562500000000e+04,-3.003971099853515625e+00,-8.168709106445312500e+02,-1.057819824218750000e+03,3.719082772731781006e-01,3.035391845703125000e+02
2.799475097656250000e+02,2.644702929687500000e+04,1.586712500000000000e+04,3.121293640136718750e+02,2.591798706054687500e+02,9.005847167968750000e+02,1.068352699279785156e+00,2.426240386962890625e+02
7.493320312500000000e+04,2.416664843750000000e+04,1.678471875000000000e+04,6.336524047851562500e+02,8.863473510742187500e+02,3.031931457519531250e+02,5.356490612030029297e-01,1.833794403076171875e+02
8.368794555664062500e+02,2.666868359375000000e+04,1.797478320312500000e+04,-5.902813110351562500e+02,-4.521022338867187500e+02,-1.334633178710937500e+03,1.297451496124267578e+00,1.012267532348632812e+02
1.120971435546875000e+03,2.660477734375000000e+04,1.843374414062500000e+04,-1.208701538085937500e+03,5.343066024780273438e+01,-9.232018432617187500e+02,4.399710521101951599e-02,1.036807861328125000e+02
8.091798095703125000e+02,2.629081835937500000e+04,1.819920898437500000e+04,1.915633850097656250e+02,-4.394531860351562500e+02,8.484352416992187500e+02,7.287846412509679794e-03,4.726984024047851562e+01
1.425951171875000000e+03,2.667688476562500000e+04,1.729846093750000000e+04,-2.727959899902343750e+02,-4.149590759277343750e+02,-1.068003845214843750e+02,1.370714008808135986e-01,1.092695922851562500e+02
1.258961914062500000e+03,2.678609179687500000e+04,1.762833398437500000e+04,1.796801605224609375e+02,-9.468405151367187500e+02,7.676632080078125000e+02,1.445577502250671387e+00,6.931951141357421875e+01
3.291427307128906250e+02,2.669958789062500000e+04,1.922772265625000000e+04,-6.393118286132812500e+01,-3.575701141357421875e+01,-3.458142395019531250e+02,9.903945028781890869e-03,9.680147552490234375e+01
7.498031250000000000e+04,2.411370507812500000e+04,1.647677148437500000e+04,2.210405273437500000e+02,8.391317749023437500e+02,3.433755798339843750e+02,2.179733991622924805e+00,7.577688598632812500e+01
1.513315429687500000e+03,2.555818945312500000e+04,1.834488476562500000e+04,6.077293395996093750e+01,-4.207638854980468750e+02,-9.289804077148437500e+02,1.079784589819610119e-03,3.792195129394531250e+01
1.752900878906250000e+03,2.601133203125000000e+04,1.664333398437500000e+04,2.768824462890625000e+02,-6.761581420898437500e+02,5.163997802734375000e+02,1.027444601058959961e+00,4.173482513427734375e+01
9.462468261718750000e+02,2.542703125000000000e+04,1.928823242187500000e+04,1.231301345825195312e+02,-6.989815673828125000e+02,-4.691830749511718750e+02,6.270075440406799316e-01,4.337540054321289062e+01
4.272973937988281250e+02,2.523834765625000000e+04,1.653096875000000000e+04,2.988371276855468750e+02,1.965820617675781250e+02,7.174418945312500000e+02,1.822954177856445312e+00,4.705776596069335938e+01
1.538698242187500000e+03,2.544488281250000000e+04,1.863921484375000000e+04,-6.567023315429687500e+02,2.761068420410156250e+02,-2.985634155273437500e+02,6.158739700913429260e-02,1.911771392822265625e+01
7.899823608398437500e+02,2.468422070312500000e+04,1.719894335937500000e+04,-5.158403320312500000e+02,6.122176513671875000e+02,3.934056701660156250e+02,3.224170684814453125e+00,3.015820312500000000e+01
1.883375610351562500e+03,2.580353125000000000e+04,2.004274023437500000e+04,2.380233459472656250e+02,5.838291015625000000e+02,-3.894009399414062500e+02,1.577667951583862305e+00,3.660543441772460938e+01
9.060971679687500000e+02,2.596786914062500000e+04,1.772452148437500000e+04,-1.480024261474609375e+02,-2.256761779785156250e+02,-1.236619750976562500e+03,1.031610369682312012e+00,2.866621017456054688e+01
7.457635937500000000e+04,2.466260351562500000e+04,1.655561132812500000e+04,5.839650878906250000e+02,3.300311889648437500e+02,7.741701049804687500e+02,9.100817441940307617e-01,3.809389877319335938e+01
9.566953735351562500e+02,2.758290820312500000e+04,1.792684960937500000e+04,-1.618272094726562500e+02,-2.958721351623535156e+01,-6.778962402343750000e+02,9.298752546310424805e-01,2.815388870239257812e+01
1.672404541015625000e+03,2.533240429687500000e+04,1.867026757812500000e+04,7.463845214843750000e+02,-2.762244262695312500e+02,3.492957949638366699e-01,1.370949864387512207e+00,2.429780769348144531e+01
6.459255981445312500e+02,2.593596679687500000e+04,1.814454101562500000e+04,2.660201110839843750e+02,-1.463180908203125000e+03,3.900570678710937500e+02,4.353241324424743652e-01,2.489919090270996094e+01
1.033974365234375000e+03,2.733861328125000000e+04,1.753444140625000000e+04,2.221318511962890625e+02,-3.334274902343750000e+02,1.331502929687500000e+03,1.626344442367553711e+00,2.917456436157226562e+01
4.929793090820312500e+02,2.744997656250000000e+04,1.806865820312500000e+04,-1.727178649902343750e+02,-1.287260131835937500e+02,-6.927340698242187500e+02,1.100699186325073242e+00,2.412629890441894531e+01
7.483171093750000000e+04,2.388303320312500000e+04,1.724165039062500000e+04,2.430978851318359375e+02,7.309937133789062500e+02,-6.618359375000000000e+01,3.103966951370239258e+00,1.952333831787109375e+01
4.291538696289062500e+02,2.662503125000000000e+04,1.785609375000000000e+04,8.571586303710937500e+02,3.320970458984375000e+02,-7.657091674804687500e+02,1.636983156204223633e+00,1.625805854797363281e+01
8.667706909179687500e+02,2.618949218750000000e+04,1.992814843750000000e+04,8.538301587104797363e-01,-8.168049926757812500e+02,6.560057830810546875e+01,2.690187394618988037e-01,2.324626922607421875e+01
8.402418518066406250e+01,2.565324023437500000e+04,1.770153515625000000e+04,6.540547485351562500e+02,-1.838584442138671875e+02,-9.809150695800781250e+01,4.920113086700439453e-02,2.366423988342285156e+01
4.689469909667968750e+02,2.618136132812500000e+04,1.864329687500000000e+04,1.738897094726562500e+02,5.333385620117187500e+02,-1.307321533203125000e+03,1.425389170646667480e+00,1.722759056091308594e+01
1.368506103515625000e+03,2.629872070312500000e+04,2.000316015625000000e+04,-2.410955505371093750e+02,-3.449358825683593750e+02,-1.114236206054687500e+03,2.795052766799926758e+00,1.805074501037597656e+01
2.463652496337890625e+02,2.573976171875000000e+04,1.777361132812500000e+04,1.363326721191406250e+02,1.878248291015625000e+02,3.464311523437500000e+02,5.611243844032287598e-02,1.756708145141601562e+01
